stop_date,stop_time,county_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop
2015-02-04,15:06,,M,1966.0,49.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-04,15:13,,M,1968.0,47.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-04,15:14,,F,1962.0,53.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-04,15:19,,M,1986.0,29.0,White,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-04,15:44,,,,,,,,False,,,,,False
2015-02-04,17:28,,M,1979.0,36.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-04,23:37,,M,1964.0,51.0,Black,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-05,03:01,,,,,,,,False,,,,,False
2015-02-05,07:57,,F,1963.0,52.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-05,14:30,,M,1987.0,28.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-05,14:45,,F,1990.0,25.0,Black,Call for Service,Other,False,,Citation,False,0-15 Min,False
2015-02-05,15:32,,M,1980.0,35.0,Hispanic,Call for Service,Other,True,Inventory,Citation,False,0-15 Min,False
2015-02-05,15:39,,F,1990.0,25.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-05,15:43,,M,1991.0,24.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-05,17:15,,F,1980.0,35.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-02-05,17:33,,M,1961.0,54.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-05,20:48,,F,1975.0,40.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-05,23:26,,F,1957.0,58.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-05,23:39,,F,1969.0,46.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-05,23:49,,M,1984.0,31.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-05,23:50,,M,1983.0,32.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-06,00:25,,M,1989.0,26.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,30+ Min,False
2015-02-06,02:49,,,,,,,,False,,,,,False
2015-02-06,02:54,,,,,,,,False,,,,,False
2015-02-06,07:53,,F,1970.0,45.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,N/D,False,0-15 Min,False
2015-02-06,08:02,,,,,,,,False,,,,,False
2015-02-06,08:33,,M,1972.0,43.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-06,09:22,,M,1974.0,41.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-06,09:52,,F,1984.0,31.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-06,11:44,,M,1982.0,33.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-06,12:52,,M,1981.0,34.0,White,Equipment/Inspection Violation,Equipment,True,Incident to Arrest,Arrest Driver,True,16-30 Min,True
2015-02-06,14:01,,M,1977.0,38.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-06,14:19,,,,,,,,False,,,,,False
2015-02-06,15:23,,M,1943.0,72.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-06,15:43,,M,1969.0,46.0,Hispanic,Other Traffic Violation,Moving violation,False,,Arrest Passenger,True,0-15 Min,False
2015-02-06,16:30,,M,1993.0,22.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-06,19:00,,F,1959.0,56.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-06,20:12,,M,1989.0,26.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-06,20:17,,F,1997.0,18.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-06,22:01,,,,,,,,False,,,,,False
2015-02-06,22:01,,,,,,,,False,,,,,False
2015-02-06,22:10,,F,1992.0,23.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-06,22:56,,F,1990.0,25.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-06,23:20,,M,1994.0,21.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-06,23:31,,M,1961.0,54.0,Black,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-06,23:42,,F,1961.0,54.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,00:03,,M,1976.0,39.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,01:36,,,,,,,,False,,,,,False
2015-02-07,02:45,,M,1979.0,36.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-07,02:57,,F,1973.0,42.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,06:15,,M,1972.0,43.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,06:15,,M,1972.0,43.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,06:59,,M,1986.0,29.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-07,07:51,,M,1974.0,41.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-07,07:57,,F,1992.0,23.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-07,08:18,,M,1984.0,31.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-07,08:43,,F,1983.0,32.0,Black,Equipment/Inspection Violation,Equipment,False,,N/D,False,0-15 Min,False
2015-02-07,08:56,,F,1962.0,53.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-07,08:57,,M,1963.0,52.0,Hispanic,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-07,09:15,,M,1986.0,29.0,Hispanic,Speeding,Speeding,False,,Warning,False,16-30 Min,False
2015-02-07,09:27,,M,1959.0,56.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,09:58,,M,1987.0,28.0,White,Other Traffic Violation,Moving violation,True,"Inventory,Probable Cause",Citation,False,0-15 Min,True
2015-02-07,10:23,,F,1987.0,28.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-07,10:32,,F,1964.0,51.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,10:44,,M,1990.0,25.0,White,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-07,10:51,,F,1978.0,37.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,11:12,,M,1957.0,58.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,16-30 Min,False
2015-02-07,11:45,,M,1978.0,37.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-02-07,12:15,,M,1985.0,30.0,White,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-07,13:32,,M,1987.0,28.0,Hispanic,Other Traffic Violation,Moving violation,True,Reasonable Suspicion,Citation,False,30+ Min,True
2015-02-07,13:39,,M,1975.0,40.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-02-07,15:37,,F,1978.0,37.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-07,15:50,,M,1991.0,24.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-07,16:58,,M,1990.0,25.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,20:37,,M,1966.0,49.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,16-30 Min,False
2015-02-07,22:06,,M,1988.0,27.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-07,23:10,,M,1994.0,21.0,Hispanic,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-08,00:14,,M,1993.0,22.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-08,03:36,,M,1990.0,25.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-08,05:51,,M,1993.0,22.0,White,Call for Service,Other,False,,No Action,False,16-30 Min,False
2015-02-08,08:27,,M,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-08,09:59,,M,1973.0,42.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-08,10:07,,M,1979.0,36.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-08,10:30,,M,1993.0,22.0,Hispanic,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-08,10:34,,M,1993.0,22.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-08,10:35,,M,1978.0,37.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-08,10:39,,M,1979.0,36.0,Hispanic,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-08,11:14,,M,1970.0,45.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-08,11:39,,M,1947.0,68.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-02-08,11:51,,M,1995.0,20.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-08,12:05,,M,1972.0,43.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-08,12:23,,F,1987.0,28.0,White,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-08,13:05,,M,1975.0,40.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-02-08,13:29,,M,1979.0,36.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-02-08,13:43,,M,1963.0,52.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-08,14:09,,M,1998.0,17.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-08,15:31,,M,1993.0,22.0,Hispanic,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-08,15:59,,F,1988.0,27.0,Hispanic,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-02-08,16:11,,F,1971.0,44.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-08,17:03,,M,1963.0,52.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,30+ Min,False
2015-02-08,17:04,,M,1981.0,34.0,Hispanic,Speeding,Speeding,True,Probable Cause,Arrest Driver,True,0-15 Min,True
2015-02-09,11:17,,M,1957.0,58.0,White,Registration Violation,Registration/plates,False,,Warning,False,0-15 Min,False
2015-02-09,22:22,,M,1987.0,28.0,Hispanic,Call for Service,Other,False,,Citation,False,0-15 Min,False
2015-02-10,07:18,,F,1973.0,42.0,White,Call for Service,Other,False,,No Action,False,16-30 Min,False
2015-02-10,08:54,,M,1986.0,29.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-10,09:02,,F,1984.0,31.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-10,09:12,,M,1993.0,22.0,White,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-10,09:23,,F,1990.0,25.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-02-10,09:29,,M,1991.0,24.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-10,09:39,,M,1993.0,22.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-10,09:39,,M,1984.0,31.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-10,09:51,,F,1988.0,27.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-10,10:26,,M,1960.0,55.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-10,10:55,,M,1973.0,42.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-10,10:57,,F,1992.0,23.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-10,11:43,,M,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-10,12:30,,F,1979.0,36.0,Hispanic,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-10,12:35,,M,1983.0,32.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,30+ Min,False
2015-02-10,12:35,,F,1993.0,22.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-02-10,12:43,,M,1987.0,28.0,Hispanic,Other Traffic Violation,Moving violation,False,,Citation,False,30+ Min,False
2015-02-10,13:19,,F,1988.0,27.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-02-10,14:04,,F,1980.0,35.0,Hispanic,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-10,14:07,,F,1958.0,57.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-10,15:03,,M,1969.0,46.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-10,15:08,,M,1988.0,27.0,Black,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-10,15:30,,M,1970.0,45.0,Hispanic,Other Traffic Violation,Moving violation,True,Reasonable Suspicion,Warning,False,30+ Min,False
2015-02-10,15:31,,M,1996.0,19.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-10,15:40,,M,1988.0,27.0,White,Registration Violation,Registration/plates,False,,Citation,False,30+ Min,False
2015-02-10,16:23,,M,1986.0,29.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-10,20:34,,M,1965.0,50.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-10,22:10,,M,1995.0,20.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-10,23:35,,M,1981.0,34.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-10,23:44,,M,1984.0,31.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-11,00:27,,M,1976.0,39.0,Hispanic,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-11,00:44,,M,1983.0,32.0,Hispanic,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-11,01:32,,M,1981.0,34.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-11,08:21,,M,1992.0,23.0,White,Seatbelt Violation,Seat belt,False,,Arrest Driver,True,16-30 Min,False
2015-02-11,08:53,,F,1990.0,25.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-11,09:30,,M,1990.0,25.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-11,11:32,,M,1976.0,39.0,Black,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-02-11,11:47,,M,1969.0,46.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-11,13:30,,M,1990.0,25.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-11,15:32,,M,1985.0,30.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-11,15:32,,M,1966.0,49.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-11,15:50,,M,1982.0,33.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-11,16:05,,F,1986.0,29.0,White,Registration Violation,Registration/plates,False,,Warning,False,0-15 Min,False
2015-02-11,21:21,,F,1988.0,27.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-11,22:51,,M,1956.0,59.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-11,23:08,,M,1993.0,22.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-11,23:25,,F,1975.0,40.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-12,00:20,,M,1984.0,31.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-12,00:52,,F,1984.0,31.0,Black,Equipment/Inspection Violation,Equipment,False,,Citation,False,16-30 Min,False
2015-02-12,06:35,,M,1983.0,32.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-12,06:40,,M,1976.0,39.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-12,06:47,,M,1973.0,42.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-12,08:23,,,,,,,,False,,,,,False
2015-02-12,08:27,,F,1977.0,38.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-12,08:29,,F,1981.0,34.0,Hispanic,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-12,08:56,,M,1987.0,28.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-12,09:21,,F,1987.0,28.0,White,Speeding,Speeding,True,Probable Cause,Arrest Driver,True,16-30 Min,True
2015-02-12,10:32,,M,1987.0,28.0,White,Other Traffic Violation,Moving violation,True,Probable Cause,Arrest Driver,True,16-30 Min,True
2015-02-12,11:34,,M,1989.0,26.0,Hispanic,Registration Violation,Registration/plates,False,,Arrest Passenger,True,0-15 Min,False
2015-02-12,14:31,,M,1995.0,20.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-12,16:00,,F,1977.0,38.0,Hispanic,Other Traffic Violation,Moving violation,False,,Arrest Driver,True,0-15 Min,False
2015-02-12,17:57,,M,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-12,17:58,,F,1985.0,30.0,Hispanic,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-12,23:47,,F,1976.0,39.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-13,00:33,,M,1992.0,23.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-02-13,00:44,,M,1982.0,33.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-13,01:40,,M,1994.0,21.0,Black,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-13,02:06,,F,1996.0,19.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-13,02:54,,M,1997.0,18.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-13,07:00,,M,1950.0,65.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-13,07:03,,M,1990.0,25.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-13,08:03,,M,1970.0,45.0,Black,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-13,09:01,,,,,,,,False,,,,,False
2015-02-13,11:40,,M,1988.0,27.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-13,15:00,,M,1996.0,19.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-02-13,15:05,,F,1986.0,29.0,White,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-02-13,19:10,,F,1968.0,47.0,Black,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-02-13,20:01,,,,,,,,False,,,,,False
2015-02-13,20:37,,F,1989.0,26.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-13,23:24,,M,1983.0,32.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-13,23:51,,M,1981.0,34.0,White,Equipment/Inspection Violation,Equipment,False,,N/D,False,0-15 Min,False
2015-02-14,00:10,,M,1995.0,20.0,Hispanic,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-14,00:31,,M,1975.0,40.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-14,00:56,,M,1995.0,20.0,White,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-02-14,01:24,,M,1989.0,26.0,Black,Equipment/Inspection Violation,Equipment,False,,Warning,False,0-15 Min,False
2015-02-14,01:50,,F,1972.0,43.0,White,Other Traffic Violation,Moving violation,False,,Arrest Driver,True,16-30 Min,False
2015-02-14,06:42,,M,1990.0,25.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-14,06:52,,M,1978.0,37.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-14,08:17,,M,1971.0,44.0,Hispanic,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-02-14,08:46,,M,1966.0,49.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-14,09:32,,M,1961.0,54.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-14,09:35,,M,1974.0,41.0,White,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-14,11:05,,M,1980.0,35.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-14,12:17,,M,1995.0,20.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-14,13:02,,F,1978.0,37.0,White,Special Detail/Directed Patrol,Other,False,,Citation,False,0-15 Min,False
2015-02-14,13:46,,,,,,,,False,,,,,False
2015-02-14,13:58,,F,1990.0,25.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-14,15:21,,M,1984.0,31.0,White,Call for Service,Other,False,,Citation,False,0-15 Min,False
2015-02-14,16:58,,M,1984.0,31.0,Hispanic,Call for Service,Other,False,,Citation,False,0-15 Min,False
2015-02-14,20:31,,F,1985.0,30.0,White,Call for Service,Other,False,,N/D,False,16-30 Min,False
2015-02-15,05:23,,M,1993.0,22.0,Hispanic,Call for Service,Other,False,,No Action,False,16-30 Min,False
2015-02-15,05:23,,F,1944.0,71.0,White,Call for Service,Other,False,,No Action,False,16-30 Min,False
2015-02-15,09:40,,M,1979.0,36.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-15,12:07,,M,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-15,16:52,,M,1982.0,33.0,Hispanic,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-15,20:12,,F,1976.0,39.0,White,Call for Service,Other,False,,Citation,False,0-15 Min,False
2015-02-15,22:58,,M,1978.0,37.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-16,02:53,,M,1977.0,38.0,Black,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-16,08:53,,M,1984.0,31.0,Hispanic,Other Traffic Violation,Moving violation,False,,Warning,False,0-15 Min,False
2015-02-16,08:57,,M,1995.0,20.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,16-30 Min,False
2015-02-16,10:31,,F,1974.0,41.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-16,11:03,,M,1986.0,29.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-16,12:01,,F,1984.0,31.0,Black,Registration Violation,Registration/plates,False,,Arrest Driver,True,0-15 Min,False
2015-02-16,13:20,,F,1986.0,29.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-16,13:21,,F,1968.0,47.0,White,Speeding,Speeding,False,,Citation,False,16-30 Min,False
2015-02-16,14:17,,M,1983.0,32.0,White,Equipment/Inspection Violation,Equipment,False,,Arrest Driver,True,0-15 Min,False
2015-02-16,16:09,,M,1993.0,22.0,Hispanic,Speeding,Speeding,False,,Warning,False,0-15 Min,False
2015-02-16,16:36,,M,1980.0,35.0,Hispanic,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-16,17:24,,M,1996.0,19.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-16,17:42,,M,1982.0,33.0,Black,Registration Violation,Registration/plates,False,,Arrest Driver,True,0-15 Min,False
2015-02-16,21:09,,M,1974.0,41.0,Asian,Call for Service,Other,False,,Citation,False,16-30 Min,False
2015-02-16,23:37,,M,1989.0,26.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-17,07:00,,F,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-17,12:19,,F,1972.0,43.0,White,Other Traffic Violation,Moving violation,False,,Citation,False,16-30 Min,False
2015-02-17,16:48,,M,1990.0,25.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-17,20:03,,M,1956.0,59.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-17,22:31,,F,1995.0,20.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-17,22:55,,M,1961.0,54.0,White,Call for Service,Other,False,,Citation,False,0-15 Min,False
2015-02-17,23:00,,M,1982.0,33.0,White,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-17,23:03,,F,1992.0,23.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-18,00:21,,F,1980.0,35.0,White,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-18,01:17,,M,1996.0,19.0,White,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-18,01:54,,M,1986.0,29.0,White,Other Traffic Violation,Moving violation,False,,Arrest Driver,True,0-15 Min,False
2015-02-18,02:29,,M,1994.0,21.0,White,Equipment/Inspection Violation,Equipment,True,Probable Cause,Arrest Driver,True,16-30 Min,True
2015-02-18,07:33,,M,1978.0,37.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-18,08:15,,M,1981.0,34.0,White,Seatbelt Violation,Seat belt,False,,Warning,False,0-15 Min,False
2015-02-18,09:17,,M,1988.0,27.0,Hispanic,Registration Violation,Registration/plates,False,,Citation,False,0-15 Min,False
2015-02-18,09:42,,F,1980.0,35.0,Hispanic,Other Traffic Violation,Moving violation,False,,Citation,False,0-15 Min,False
2015-02-18,10:06,,F,1976.0,39.0,Hispanic,Equipment/Inspection Violation,Equipment,False,,Citation,False,0-15 Min,False
2015-02-18,11:32,,M,1986.0,29.0,Black,Speeding,Speeding,False,,Citation,False,0-15 Min,False
2015-02-18,11:45,,M,1979.0,36.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
2015-02-18,12:43,,M,1958.0,57.0,White,Seatbelt Violation,Seat belt,False,,Citation,False,0-15 Min,False
